Minerali,per porzione,% RDA
Calcio,"58,0 mg","5,8 %"
Rame,"0,3 mg","25,2 %"
Ferro,"1,6 mg","10,8 %"
Magnesio,"7,6 mg","2,5 %"
Manganese,"0,8 mg","37,8 %"
Fosforo,"78,1 mg","11,2 %"
Potassio,"347,8 mg","17,4 %"
Selenio,"< 0,1 mg","16,0 %"
Zinco,"1,8 mg","25,2 %"
