Valori nutrizionali,per porzione,% RDA
Valore calorico,124 kcal 519 kJ,"6,2 %"
Grassi,"3,1 g","4,8 %"
Grassi saturi,"0,6 g","2,6 %"
Grassi monoinsaturi,"0,8 g","2,8 %"
Grassi polinsaturi,"1,1 g","7,6 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"22,6 g","31,0 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"90,0 mg","300,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"72,8 g","3,6 %"
