Minerali,per porzione,% RDA
Calcio,"997,9 mg","99,8 %"
Rame,"< 0,1 mg","3,4 %"
Ferro,"0,7 mg","4,6 %"
Magnesio,"37,0 mg","12,3 %"
Manganese,"< 0,1 mg","0,7 %"
Fosforo,"654,7 mg","93,5 %"
Potassio,"182,2 mg","9,1 %"
Selenio,"< 0,1 mg","63,8 %"
Zinco,"4,3 mg","60,9 %"
