,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,65,
3,Proteine (g):,2.9,
4,Lipidi(g):,4.5,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,25.7,
7,Amido (g):,22.8,
8,Zuccheri solubili (g):,0.6,
9,Fibra totale (g):,1.8,
10,Fibra solubile (g):,,
11,Fibra insolubile (g):,,
12,Alcol (g):,0,
13,Energia (kcal):,148,
14,Energia (kJ):,621,
15,Sodio (mg):,9,
16,Potassio (mg):,570,
17,Ferro (mg):,0.7,
18,Calcio (mg):,8,
19,Fosforo (mg):,55,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.23,
25,Riboflavina (mg):,0.02,
26,Niacina (mg):,0.7,
27,Vitamina A retinolo eq. (µg):,tr,
28,Vitamina C (mg):,8,
29,Vitamina E (mg):,,
