Informazioni nutrizionali,Come vendutoper 100 g / 100 ml
Grassi,1 g
- Acidi Grassi saturi,"0,4 g"
Carboidrati,"1,5 g"
- Zuccheri,"1,1 g"
Proteine,11 g
Sale,"2,3 g"
Sodio,"0,906 g"
Nutrition score - France,5
Nutri-Score,C
