Valori nutrizionali,per porzione,% RDA
Valore calorico,163 kcal 682 kJ,"8,1 %"
Grassi,"9,1 g","13,9 %"
Grassi saturi,"2,5 g","11,2 %"
Grassi monoinsaturi,"3,8 g","13,1 %"
Grassi polinsaturi,"2,1 g","13,8 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"20,4 g","27,9 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"107,4 mg","357,9 %"
Sodio,"0,5 g","< 0,1 %"
Acqua,"59,8 g","3,0 %"
