Minerali,per porzione,% RDA
Calcio,"82,6 mg","8,3 %"
Rame,"0,4 mg","39,5 %"
Ferro,"3,1 mg","20,5 %"
Magnesio,"21,1 mg","7,0 %"
Manganese,"0,2 mg","11,2 %"
Fosforo,"505,4 mg","72,2 %"
Potassio,"241,4 mg","12,1 %"
Selenio,"< 0,1 mg","122,0 %"
Zinco,"1,5 mg","20,8 %"
