Informazioni nutrizionali,Come vendutoper 100 g / 100 ml
Grassi,"3,9 g"
- Acidi Grassi saturi,"1,2 g"
Carboidrati,23 g
- Zuccheri,2 g
Fibra alimentare,"1,5 g"
Proteine,5 g
Sale,"0,78 g"
Sodio,"0,307 g"
Nutrition score - France,0
Nutri-Score,B
