Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (390 g),Pizza surgelata,Frozen pizzas and pies,Pizzas,Pizzas pies and quiches,Meals,Frozen foods
Grassi,10 g,39 g,"+12%8,9 g","+12%8,9 g","+13%8,86 g","+12%8,91 g","+16%8,64 g","-3%10,3 g"
- Acidi Grassi saturi,"4,5 g","17,6 g","+2%4,41 g","+2%4,41 g","+3%4,39 g","+2%4,41 g","+20%3,74 g","-18%5,48 g"
Carboidrati,31 g,121 g,"+8%28,7 g","+8%28,7 g","+8%28,7 g","+9%28,5 g","+24%25,1 g","+9%28,4 g"
- Zuccheri,"4,5 g","17,6 g","+62%2,77 g","+62%2,77 g","+65%2,73 g","+61%2,79 g","+27%3,53 g","-57%10,4 g"
Fibra alimentare,"2,6 g","10,1 g","+19%2,19 g","+19%2,19 g","+20%2,16 g","+21%2,15 g","+13%2,3 g","+20%2,16 g"
Proteine,"7,8 g","30,4 g","-22%9,94 g","-22%9,94 g","-22%9,98 g","-21%9,84 g","-7%8,41 g","+2%7,65 g"
Sale,"1,2 g","4,68 g","-5%1,26 g","-5%1,26 g","-5%1,26 g","-4%1,25 g","+8%1,11 g","+47%0,814 g"
Sodio,"0,472 g","1,84 g","-5%0,496 g","-5%0,496 g","-5%0,496 g","-4%0,492 g","+8%0,437 g","+47%0,32 g"
Nutrition score - France,10,10,"+35%7,42","+35%7,42","+33%7,52","+35%7,42","+55%6,45","+5%9,54"
Nutri-Score,C,C,C,C,C,C,C,C
