Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (100g)
Grassi,"3,6 g","3,6 g"
- Acidi Grassi saturi,"2,6 g","2,6 g"
Carboidrati,"4,8 g","4,8 g"
- Zuccheri,"4,8 g","4,8 g"
Proteine,"3,3 g","3,3 g"
Sale,"0,13 g","0,13 g"
Sodio,"0,051 g","0,051 g"
Calcio,120 mg,120 mg
Nutrition score - France,1,1
Nutri-Score,B,B
