Minerali,per porzione,% RDA
Calcio,"36,9 mg","3,7 %"
Rame,"0,5 mg","52,5 %"
Ferro,"1,3 mg","8,8 %"
Magnesio,"51,9 mg","17,3 %"
Manganese,"1,7 mg","83,3 %"
Fosforo,"93,0 mg","13,3 %"
Potassio,"226,5 mg","11,3 %"
Selenio,"< 0,1 mg","4,1 %"
Zinco,"0,8 mg","10,7 %"
