Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"1,2 mg","104,7 %"
Vitamina B11,"0,6 mg","159,8 %"
Vitamina B12,"0,0 mg","0,0 %"
Vitamina B2,"0,4 mg","28,3 %"
Vitamina B3,"3,9 mg","24,6 %"
Vitamina B5,"1,4 mg","22,5 %"
Vitamina B6,"0,6 mg","45,9 %"
Vitamina C,"8,6 mg","10,8 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"0,0 mg","0,0 %"
Vitamina K,"0,0 mg","0,0 %"
