,0,1,2,3
1,Proteine(%): 26.5,,,
2,Lisina:,2353,8.87,
3,Istidina:,902,3.4,
4,Arginina:,1618,6.1,
5,Acido aspartico:,2579,9.72,
6,Treonina:,1122,4.23,
7,Serina:,1101,4.15,
8,Acido glutamico:,4181,15.76,
9,Prolina:,1204,4.54,
10,Glicina:,1419,5.35,
11,Alanina:,1074,6.56,
12,Cistina:,286,1.08,
13,Valina:,1515,5.71,
14,Metionina:,684,2.58,
15,Isoleucina:,1035,5.09,
16,Leucina:,2228,8.4,
17,Tirosina:,894,3.37,
18,Fenilalanina:,1056,3.98,
19,Triptofano:,292,1.1,
20,Indice Chimico:,100,,
21,Aminoacido limitante:,Trip.,,
