0,1
Grassi saturi totali,20.59
C4:0\÷C10:0 (laurico),
C12:0 (laurico),
C14:0 (miristico),0.06
C16:0 (palmitico),8.48
C18:0 (stearico),11.02
C20:0 (arachidico),0.32
C22:0 (beenico),0.06
Grassi monoinsaturi totali,11.08
C14:1 (miristoleico),
C16:1 (palmitoleico),0.10
C18:1 (oleico),10.79
C20:1 (eicosaenoico),
C22:1 (erucico),0.00
Grassi polinsaturi totali,1.41
C18:2 W6 (linoleico),1.03
C18:3 W3 (linolenico),0.06
C20:4 W6 (arachidonico),0.32
C20:5 W3 (eicosapentaenoico - EPA),0.00
C22:6 W3 (docosaesaenoico - DHA),0.00
Rapporto Polinsaturi/Saturi,0.10
