Minerali,per porzione,% RDA
Calcio,"189,2 mg","18,9 %"
Rame,"0,3 mg","30,3 %"
Ferro,"2,5 mg","16,7 %"
Magnesio,"68,4 mg","22,8 %"
Manganese,"0,5 mg","26,6 %"
Fosforo,"287,3 mg","41,0 %"
Potassio,"394,4 mg","19,7 %"
Selenio,"< 0,1 mg","102,6 %"
Zinco,"2,6 mg","36,8 %"
