Valori nutrizionali,per porzione,% RDA
Valore calorico,39 kcal 163 kJ,"2,0 %"
Grassi,"0,4 g","0,6 %"
Grassi saturi,"< 0,1 g","0,3 %"
Grassi monoinsaturi,"< 0,1 g","0,1 %"
Grassi polinsaturi,"0,2 g","1,1 %"
Carboidrati,"7,7 g","2,9 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"3,7 g","5,1 %"
Fibre alimentari,"4,0 g","1,3 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,3 g","< 0,1 %"
Acqua,"109,2 g","5,5 %"
