Minerali,per porzione,% RDA
Calcio,"205,9 mg","20,6 %"
Rame,"< 0,1 mg","5,8 %"
Ferro,"0,4 mg","2,9 %"
Magnesio,"20,2 mg","6,7 %"
Manganese,"< 0,1 mg","0,9 %"
Fosforo,"185,8 mg","26,5 %"
Potassio,"303,8 mg","15,2 %"
Selenio,"< 0,1 mg","15,8 %"
Zinco,"0,6 mg","8,6 %"
