Minerali,per porzione,% RDA
Calcio,"4,9 mg","0,5 %"
Rame,"< 0,1 mg","7,9 %"
Ferro,"0,1 mg","1,0 %"
Magnesio,"7,9 mg","2,6 %"
Manganese,"0,2 mg","8,5 %"
Fosforo,"17,3 mg","2,5 %"
Potassio,"22,1 mg","1,1 %"
Selenio,"< 0,1 mg","0,8 %"
Zinco,"0,2 mg","2,2 %"
