Valori nutrizionali,per porzione,% RDA
Valore calorico,361 kcal 1.511 kJ,"18,1 %"
Grassi,"1,1 g","1,6 %"
Grassi saturi,"0,1 g","0,7 %"
Grassi monoinsaturi,"0,1 g","0,3 %"
Grassi polinsaturi,"0,2 g","1,1 %"
Carboidrati,"80,0 g","29,9 %"
Zuccheri,"0,4 g","0,9 %"
Proteine,"7,9 g","10,8 %"
Fibre alimentari,"19,2 g","6,4 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"9,4 g","0,5 %"
