Minerali,per porzione,% RDA
Calcio,"1,7 mg","0,2 %"
Rame,"< 0,1 mg","1,0 %"
Ferro,"0,2 mg","1,2 %"
Magnesio,"1,7 mg","0,6 %"
Manganese,"< 0,1 mg","0,7 %"
Fosforo,"4,5 mg","0,6 %"
Potassio,"27,7 mg","1,4 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"< 0,1 mg","0,3 %"
