Valori nutrizionali,per porzione,% RDA
Valore calorico,286 kcal 1.198 kJ,"14,3 %"
Grassi,"21,3 g","32,7 %"
Grassi saturi,"15,0 g","68,2 %"
Carboidrati,"1,3 g","0,5 %"
Zuccheri,"1,3 g","2,5 %"
Proteine,"22,5 g","30,8 %"
Sale,"0,5 g","8,3 %"
