Minerali,per porzione,% RDA
Calcio,"54,6 mg","5,5 %"
Rame,"0,7 mg","65,0 %"
Ferro,"5,0 mg","33,2 %"
Magnesio,"15,6 mg","5,2 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"318,5 mg","45,5 %"
Potassio,"390,0 mg","19,5 %"
Selenio,"< 0,1 mg","32,1 %"
Zinco,"0,8 mg","12,1 %"
