Minerali,per porzione,% RDA
Calcio,"61,4 mg","6,1 %"
Rame,"< 0,1 mg","5,3 %"
Ferro,"0,8 mg","5,5 %"
Magnesio,"22,1 mg","7,4 %"
Manganese,"0,2 mg","8,6 %"
Fosforo,"122,8 mg","17,5 %"
Potassio,"144,2 mg","7,2 %"
Selenio,"< 0,1 mg","21,2 %"
Zinco,"1,2 mg","17,3 %"
