Valori nutrizionali,per porzione,% RDA
Valore calorico,31 kcal 129 kJ,"1,5 %"
Grassi,"1,2 g","1,9 %"
Carboidrati,"0,0 g","0,0 %"
Proteine,"3,6 g","5,0 %"
