Minerali,per porzione,% RDA
Calcio,"7,0 mg","0,7 %"
Rame,"< 0,1 mg","1,7 %"
Ferro,"0,2 mg","1,1 %"
Magnesio,"8,0 mg","2,7 %"
Manganese,"< 0,1 mg","0,2 %"
Fosforo,"76,8 mg","11,0 %"
Potassio,"120,0 mg","6,0 %"
Selenio,"< 0,1 mg","38,9 %"
Zinco,"0,2 mg","3,5 %"
