Valori nutrizionali,per porzione,% RDA
Valore calorico,46 kcal 194 kJ,"2,3 %"
Grassi,"3,4 g","5,2 %"
Grassi saturi,"2,1 g","9,7 %"
Grassi monoinsaturi,"1,0 g","3,4 %"
Grassi polinsaturi,"< 0,1 g","0,7 %"
Carboidrati,"1,4 g","0,5 %"
Zuccheri,"1,2 g","2,3 %"
Proteine,"2,6 g","3,6 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"8,8 mg","29,3 %"
Sodio,"0,3 g","< 0,1 %"
Acqua,"7,6 g","0,4 %"
