Valori nutrizionali,per porzione,% RDA
Valore calorico,145 kcal 608 kJ,"7,3 %"
Grassi,"1,7 g","2,7 %"
Grassi saturi,"0,4 g","1,8 %"
Grassi monoinsaturi,"0,5 g","1,9 %"
Grassi polinsaturi,"0,4 g","2,6 %"
Carboidrati,"26,7 g","10,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"5,6 g","7,6 %"
Fibre alimentari,"2,6 g","0,9 %"
Colesterolo,"36,1 mg","120,3 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"3,3 g","0,2 %"
