Minerali,per porzione,% RDA
Calcio,"7,1 mg","0,7 %"
Rame,"< 0,1 mg","0,1 %"
Ferro,"0,2 mg","1,1 %"
Magnesio,"0,3 mg","< 0,1 %"
Manganese,"< 0,1 mg","0,3 %"
Fosforo,"2,8 mg","0,4 %"
Potassio,"4,3 mg","0,2 %"
Selenio,"< 0,1 mg","0,8 %"
Zinco,"< 0,1 mg","0,2 %"
