Minerali,per porzione,% RDA
Calcio,"197,8 mg","19,8 %"
Rame,"< 0,1 mg","1,1 %"
Ferro,"< 0,1 mg","0,3 %"
Magnesio,"9,5 mg","3,2 %"
Manganese,"< 0,1 mg","< 0,1 %"
Fosforo,"141,8 mg","20,3 %"
Potassio,"19,3 mg","1,0 %"
Selenio,"< 0,1 mg","15,2 %"
Zinco,"1,1 mg","15,6 %"
