Valori nutrizionali,per porzione,% RDA
Valore calorico,70 kcal 291 kJ,"3,5 %"
Grassi,"2,4 g","3,7 %"
Grassi saturi,"0,8 g","3,7 %"
Grassi monoinsaturi,"1,1 g","3,9 %"
Grassi polinsaturi,"0,3 g","1,8 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"11,1 g","15,3 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"25,7 mg","85,5 %"
Sodio,"0,7 g","0,1 %"
Acqua,"41,2 g","2,1 %"
