Minerali,per porzione,% RDA
Calcio,"23,6 mg","2,4 %"
Rame,"< 0,1 mg","7,9 %"
Ferro,"0,8 mg","5,3 %"
Magnesio,"12,4 mg","4,1 %"
Manganese,"0,3 mg","14,0 %"
Fosforo,"35,2 mg","5,0 %"
Potassio,"61,2 mg","3,1 %"
Selenio,"< 0,1 mg","20,8 %"
Zinco,"0,3 mg","4,9 %"
