Minerali,per porzione,% RDA
Calcio,"23,1 mg","2,3 %"
Rame,"< 0,1 mg","3,5 %"
Ferro,"0,8 mg","5,2 %"
Magnesio,"9,5 mg","3,2 %"
Manganese,"0,1 mg","6,8 %"
Fosforo,"32,1 mg","4,6 %"
Potassio,"58,8 mg","2,9 %"
Selenio,"< 0,1 mg","20,5 %"
Zinco,"0,2 mg","2,8 %"
