Minerali,per porzione,% RDA
Calcio,"57,6 mg","5,8 %"
Rame,"0,2 mg","23,0 %"
Ferro,"1,0 mg","6,9 %"
Magnesio,"36,9 mg","12,3 %"
Manganese,"0,8 mg","40,4 %"
Fosforo,"230,4 mg","32,9 %"
Potassio,"466,2 mg","23,3 %"
Selenio,"< 0,1 mg","48,6 %"
Zinco,"0,9 mg","12,5 %"
