Minerali,per porzione,% RDA
Calcio,"11,0 mg","1,1 %"
Rame,"< 0,1 mg","7,5 %"
Ferro,"1,1 mg","7,5 %"
Magnesio,"18,0 mg","6,0 %"
Manganese,"< 0,1 mg","1,9 %"
Fosforo,"102,0 mg","14,6 %"
Potassio,"181,0 mg","9,1 %"
Selenio,"< 0,1 mg","294,3 %"
Zinco,"0,3 mg","4,6 %"
