Valori nutrizionali,per porzione,% RDA
Valore calorico,70 kcal 292 kJ,"3,5 %"
Grassi,"0,7 g","1,1 %"
Grassi saturi,"< 0,1 g","0,4 %"
Grassi monoinsaturi,"< 0,1 g","0,2 %"
Grassi polinsaturi,"0,4 g","2,8 %"
Carboidrati,"13,6 g","5,1 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"6,4 g","8,8 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"82,3 g","4,1 %"
