Valori nutrizionali,per porzione,% RDA
Valore calorico,485 kcal 2.030 kJ,"24,2 %"
Grassi,"15,9 g","24,5 %"
Grassi saturi,"4,7 g","21,6 %"
Grassi monoinsaturi,"5,4 g","18,8 %"
Grassi polinsaturi,"4,7 g","31,0 %"
Carboidrati,"81,1 g","30,3 %"
Zuccheri,"33,2 g","66,4 %"
Proteine,"7,4 g","10,1 %"
Fibre alimentari,"3,8 g","1,3 %"
Colesterolo,"2,2 mg","7,5 %"
Sodio,"0,8 g","0,1 %"
Acqua,"5,0 g","0,3 %"
