Valori nutrizionali,per porzione,% RDA
Valore calorico,79 kcal 332 kJ,"4,0 %"
Grassi,"5,0 g","7,8 %"
Grassi saturi,"1,3 g","6,0 %"
Grassi monoinsaturi,"2,1 g","7,2 %"
Grassi polinsaturi,"1,3 g","8,8 %"
Carboidrati,"4,4 g","1,6 %"
Zuccheri,"< 0,1 g","0,2 %"
Proteine,"3,9 g","5,4 %"
Fibre alimentari,"0,1 g","< 0,1 %"
Colesterolo,"21,0 mg","70,0 %"
Sodio,"0,2 g","< 0,1 %"
Acqua,"13,9 g","0,7 %"
