Minerali,per porzione,% RDA
Calcio,"23,9 mg","2,4 %"
Rame,"0,9 mg","87,0 %"
Ferro,"7,0 mg","47,0 %"
Magnesio,"43,8 mg","14,6 %"
Manganese,"< 0,1 mg","1,9 %"
Fosforo,"493,5 mg","70,5 %"
Potassio,"396,0 mg","19,8 %"
Selenio,"< 0,1 mg","88,2 %"
Zinco,"4,4 mg","62,5 %"
