Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"0,4 mg","40,6 %"
Vitamina B11,"0,0 mg","0,0 %"
Vitamina B12,"0,0 mg","0,0 %"
Vitamina B2,"0,4 mg","30,7 %"
Vitamina B3,"12,1 mg","75,4 %"
Vitamina B5,"2,3 mg","38,6 %"
Vitamina B6,"0,0 mg","0,0 %"
Vitamina C,"9,7 mg","12,1 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"0,0 mg","0,0 %"
Vitamina K,"0,0 mg","0,0 %"
