Valori nutrizionali,per porzione,% RDA
Valore calorico,103 kcal 431 kJ,"5,1 %"
Grassi,"3,2 g","4,9 %"
Grassi saturi,"0,5 g","2,5 %"
Grassi monoinsaturi,"1,6 g","5,6 %"
Grassi polinsaturi,"0,7 g","4,8 %"
Carboidrati,"16,3 g","6,1 %"
Zuccheri,"1,7 g","3,3 %"
Proteine,"2,4 g","3,3 %"
Fibre alimentari,"0,8 g","0,3 %"
Colesterolo,"5,0 mg","16,5 %"
Sodio,"0,2 g","< 0,1 %"
Acqua,"10,1 g","0,5 %"
