Minerali,per porzione,% RDA
Calcio,"26,1 mg","2,6 %"
Rame,"< 0,1 mg","0,9 %"
Ferro,"0,2 mg","1,4 %"
Magnesio,"1,6 mg","0,5 %"
Manganese,"0,5 mg","22,7 %"
Fosforo,"1,7 mg","0,2 %"
Potassio,"11,2 mg","0,6 %"
Selenio,"< 0,1 mg","0,3 %"
Zinco,"< 0,1 mg","0,7 %"
