Minerali,per porzione,% RDA
Calcio,"19,8 mg","2,0 %"
Rame,"0,2 mg","18,8 %"
Ferro,"1,1 mg","7,6 %"
Magnesio,"24,7 mg","8,2 %"
Manganese,"< 0,1 mg","2,1 %"
Fosforo,"34,6 mg","4,9 %"
Potassio,"390,3 mg","19,5 %"
Selenio,"< 0,1 mg","0,8 %"
Zinco,"0,2 mg","2,5 %"
