Valori nutrizionali,per porzione,% RDA
Valore calorico,23 kcal 98 kJ,"1,2 %"
Grassi,"0,3 g","0,4 %"
Grassi saturi,"< 0,1 g","0,2 %"
Grassi monoinsaturi,"< 0,1 g","< 0,1 %"
Grassi polinsaturi,"0,1 g","0,7 %"
Carboidrati,"5,0 g","1,9 %"
Zuccheri,"3,1 g","6,2 %"
Proteine,"1,6 g","2,1 %"
Fibre alimentari,"1,6 g","0,5 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"122,4 g","6,1 %"
