Minerali,per porzione,% RDA
Calcio,"86,2 mg","8,6 %"
Rame,"0,2 mg","24,9 %"
Ferro,"3,1 mg","20,9 %"
Magnesio,"59,0 mg","19,7 %"
Manganese,"< 0,1 mg","2,5 %"
Fosforo,"703,1 mg","100,4 %"
Potassio,"1.147,6 mg","57,4 %"
Selenio,"0,1 mg","429,4 %"
Zinco,"7,2 mg","103,0 %"
