Valori nutrizionali,per porzione,% RDA
Valore calorico,171 kcal  716 kJ,"8,6 %"
Grassi,"1,9 g","2,9 %"
Grassi saturi,"0,4 g","1,8 %"
Carboidrati,"31,0 g","11,6 %"
Proteine,"6,6 g","9,0 %"
Fibre alimentari,"2,1 g","0,7 %"
