Minerali,per porzione,% RDA
Calcio,"237,9 mg","23,8 %"
Rame,"0,4 mg","35,1 %"
Ferro,"3,8 mg","25,6 %"
Magnesio,"60,4 mg","20,1 %"
Manganese,"0,5 mg","24,4 %"
Fosforo,"186,7 mg","26,7 %"
Potassio,"203,1 mg","10,2 %"
Selenio,"< 0,1 mg","76,9 %"
Zinco,"3,4 mg","48,1 %"
