Minerali,per porzione,% RDA
Calcio,"20,0 mg","2,0 %"
Rame,"< 0,1 mg","0,7 %"
Ferro,"1,7 mg","11,1 %"
Magnesio,"7,8 mg","2,6 %"
Manganese,"< 0,1 mg","0,6 %"
Fosforo,"26,6 mg","3,8 %"
Potassio,"44,4 mg","2,2 %"
Selenio,"< 0,1 mg","16,3 %"
Zinco,"0,2 mg","3,2 %"
