Valori nutrizionali,per porzione,% RDA
Valore calorico,66 kcal 276 kJ,"3,3 %"
Grassi,"0,4 g","0,7 %"
Grassi saturi,"0,1 g","0,5 %"
Grassi monoinsaturi,"< 0,1 g","< 0,1 %"
Grassi polinsaturi,"0,2 g","1,5 %"
Carboidrati,"15,4 g","5,7 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"3,5 g","4,8 %"
Fibre alimentari,"6,6 g","2,2 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"1,1 g","0,2 %"
Acqua,"415,6 g","20,8 %"
