Minerali,per porzione,% RDA
Calcio,"1,2 mg","0,1 %"
Rame,"< 0,1 mg","1,1 %"
Ferro,"0,1 mg","0,7 %"
Magnesio,"3,1 mg","1,0 %"
Manganese,"< 0,1 mg","0,1 %"
Fosforo,"35,4 mg","5,1 %"
Potassio,"47,8 mg","2,4 %"
Selenio,"< 0,1 mg","19,7 %"
Zinco,"0,3 mg","4,6 %"
