Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"0,4 mg","40,6 %"
Vitamina B11,"0,1 mg","35,9 %"
Vitamina B12,"0,0 mg","0,0 %"
Vitamina B2,"0,4 mg","28,4 %"
Vitamina B3,"3,2 mg","20,2 %"
Vitamina B5,"1,1 mg","17,7 %"
Vitamina B6,"0,1 mg","8,2 %"
Vitamina C,"0,0 mg","0,0 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"0,0 mg","0,0 %"
Vitamina K,"0,0 mg","0,0 %"
