Valori nutrizionali,per porzione,% RDA
Valore calorico,0 kcal 0 kJ,"0,0 %"
Grassi,"0,0 g","0,0 %"
Carboidrati,"0,2 g","< 0,1 %"
Proteine,"0,1 g","0,1 %"
