Minerali,per porzione,% RDA
Calcio,"35,4 mg","3,5 %"
Rame,"0,1 mg","14,3 %"
Ferro,"3,1 mg","20,4 %"
Magnesio,"38,9 mg","13,0 %"
Manganese,"< 0,1 mg","0,8 %"
Fosforo,"369,9 mg","52,8 %"
Potassio,"594,7 mg","29,7 %"
Selenio,"< 0,1 mg","172,3 %"
Zinco,"8,6 mg","123,1 %"
