Minerali,per porzione,% RDA
Calcio,"8,0 mg","0,8 %"
Rame,"< 0,1 mg","3,4 %"
Ferro,"0,2 mg","1,2 %"
Magnesio,"10,0 mg","3,3 %"
Manganese,"0,4 mg","18,9 %"
Fosforo,"11,0 mg","1,6 %"
Potassio,"150,0 mg","7,5 %"
Selenio,"< 0,1 mg","0,3 %"
Zinco,"< 0,1 mg","0,9 %"
