Minerali,per porzione,% RDA
Calcio,"32,4 mg","3,2 %"
Rame,"0,2 mg","15,3 %"
Ferro,"1,8 mg","11,9 %"
Magnesio,"24,3 mg","8,1 %"
Manganese,"< 0,1 mg","1,5 %"
Fosforo,"286,2 mg","40,9 %"
Potassio,"444,2 mg","22,2 %"
Selenio,"< 0,1 mg","150,3 %"
Zinco,"5,0 mg","71,6 %"
