Minerali,per porzione,% RDA
Calcio,"3,0 mg","0,3 %"
Rame,"< 0,1 mg","0,3 %"
Ferro,"< 0,1 mg","< 0,1 %"
Magnesio,"0,0 mg","0,0 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"0,0 mg","0,0 %"
Potassio,"4,0 mg","0,2 %"
Selenio,"< 0,1 mg","2,0 %"
Zinco,"< 0,1 mg","0,6 %"
