Minerali,per porzione,% RDA
Calcio,"78,7 mg","7,9 %"
Rame,"0,1 mg","12,8 %"
Ferro,"< 0,1 mg","0,5 %"
Magnesio,"7,4 mg","2,5 %"
Manganese,"< 0,1 mg","3,2 %"
Fosforo,"34,4 mg","4,9 %"
Potassio,"125,5 mg","6,3 %"
Selenio,"< 0,1 mg","14,8 %"
Zinco,"0,4 mg","6,0 %"
