Valori nutrizionali,per porzione,% RDA
Valore calorico,178 kcal 746 kJ,"8,9 %"
Grassi,"15,4 g","23,7 %"
Grassi saturi,"2,0 g","8,9 %"
Grassi monoinsaturi,"9,4 g","32,5 %"
Grassi polinsaturi,"3,2 g","21,5 %"
Carboidrati,"7,6 g","2,8 %"
Zuccheri,"1,4 g","2,9 %"
Proteine,"5,2 g","7,1 %"
Fibre alimentari,"2,7 g","0,9 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,1 g","< 0,1 %"
Acqua,"0,5 g","< 0,1 %"
