Valori nutrizionali,per porzione,% RDA
Valore calorico,1.966 kcal 8.233 kJ,"98,3 %"
Grassi,"218,0 g","335,4 %"
Grassi saturi,"65,2 g","296,2 %"
Grassi monoinsaturi,"73,8 g","254,4 %"
Grassi polinsaturi,"69,5 g","463,1 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"0,0 g","0,0 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"1.547,8 mg","5.159,3 %"
Sodio,"0,0 g","0,0 %"
Acqua,"0,0 g","0,0 %"
