Minerali,per porzione,% RDA
Calcio,"16,6 mg","1,7 %"
Rame,"< 0,1 mg","1,9 %"
Ferro,"0,1 mg","0,9 %"
Magnesio,"16,6 mg","5,5 %"
Manganese,"< 0,1 mg","1,5 %"
Fosforo,"37,9 mg","5,4 %"
Potassio,"19,0 mg","0,9 %"
Selenio,"< 0,1 mg","9,5 %"
Zinco,"< 0,1 mg","0,7 %"
