Valori nutrizionali,per porzione,% RDA
Valore calorico,454 kcal 1.901 kJ,"22,7 %"
Grassi,"9,7 g","14,9 %"
Grassi saturi,"1,9 g","8,8 %"
Grassi monoinsaturi,"3,8 g","13,0 %"
Grassi polinsaturi,"3,2 g","21,5 %"
Carboidrati,"87,0 g","32,5 %"
Zuccheri,"55,5 g","111,0 %"
Proteine,"4,9 g","6,8 %"
Fibre alimentari,"3,9 g","1,3 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"1,0 g","0,2 %"
Acqua,"177,4 g","8,9 %"
