Minerali,per porzione,% RDA
Calcio,"17,8 mg","1,8 %"
Rame,"< 0,1 mg","8,6 %"
Ferro,"2,4 mg","16,0 %"
Magnesio,"18,7 mg","6,2 %"
Manganese,"0,2 mg","11,9 %"
Fosforo,"91,7 mg","13,1 %"
Potassio,"169,1 mg","8,5 %"
Selenio,"< 0,1 mg","73,6 %"
Zinco,"1,7 mg","23,6 %"
