Minerali,per porzione,% RDA
Calcio,"27,0 mg","2,7 %"
Rame,"0,1 mg","14,9 %"
Ferro,"0,6 mg","4,0 %"
Magnesio,"34,2 mg","11,4 %"
Manganese,"0,2 mg","11,5 %"
Fosforo,"50,4 mg","7,2 %"
Potassio,"252,0 mg","12,6 %"
Selenio,"< 0,1 mg","1,2 %"
Zinco,"0,4 mg","6,2 %"
