Minerali,per porzione,% RDA
Calcio,"53,1 mg","5,3 %"
Rame,"0,4 mg","40,8 %"
Ferro,"4,8 mg","31,7 %"
Magnesio,"42,1 mg","14,0 %"
Manganese,"2,4 mg","117,8 %"
Fosforo,"214,1 mg","30,6 %"
Potassio,"206,8 mg","10,3 %"
Selenio,"< 0,1 mg","15,9 %"
Zinco,"2,3 mg","32,7 %"
