Minerali,per porzione,% RDA
Calcio,"28,1 mg","2,8 %"
Rame,"< 0,1 mg","4,5 %"
Ferro,"1,4 mg","9,1 %"
Magnesio,"10,9 mg","3,6 %"
Manganese,"0,2 mg","12,4 %"
Fosforo,"38,0 mg","5,4 %"
Potassio,"39,9 mg","2,0 %"
Selenio,"< 0,1 mg","32,2 %"
Zinco,"0,3 mg","4,8 %"
